# time Tc_folded Tref_folded model 
59298.278026 2.675805 0.514301    -0.866408
59298.309807 2.707587 0.516470    -0.872994
59298.341589 2.739369 0.518639    -0.879445
59298.373371 2.771151 0.520808    -0.885760
59298.405153 2.802933 0.522977    -0.891939
59298.436935 2.834715 0.525147    -0.897982
59298.468717 2.866497 0.527316    -0.903890
59298.500499 2.898279 0.529485    -0.909661
59298.532281 2.930061 0.531654    -0.915297
59298.564063 2.961843 0.533823    -0.920797
59298.595845 2.993625 0.535992    -0.926160
59298.627627 3.025407 0.538161    -0.931388
59298.659409 3.057189 0.540330    -0.936479
59298.691191 3.088971 0.542499    -0.941435
59298.722973 3.120753 0.544668    -0.946254
59298.754755 3.152535 0.546837    -0.950937
59298.786537 3.184317 0.549006    -0.955484
59298.818319 3.216099 0.551175    -0.959894
59298.850101 3.247881 0.553344    -0.964169
59298.881883 3.279663 0.555513    -0.968307
59298.913665 3.311445 0.557682    -0.972309
59298.945447 3.343227 0.559851    -0.976175
59298.977229 3.375009 0.562020    -0.979905
59299.009011 3.406791 0.564189    -0.983499
59299.040793 3.438573 0.566358    -0.986956
59299.072575 3.470355 0.568527    -0.990277
59299.104357 3.502137 0.570696    -0.993462
59299.136139 3.533919 0.572865    -0.996510
59299.167921 3.565701 0.575034    -0.999422
59299.199703 3.597483 0.577203    -1.002198
59299.231485 3.629265 0.579372    -1.004838
59299.263267 3.661047 0.581541    -1.007341
59299.295049 3.692829 0.583710    -1.009709
59299.326831 3.724611 0.585879    -1.011939
59299.358613 3.756393 0.588048    -1.014034
59299.390395 3.788175 0.590217    -1.015992
59299.422177 3.819957 0.592386    -1.017814
59299.453959 3.851739 0.594555    -1.019500
59299.485741 3.883521 0.596724    -1.021049
59299.517523 3.915303 0.598893    -1.022462
59299.549305 3.947085 0.601062    -1.023739
59299.581087 3.978867 0.603231    -1.024879
59299.612869 4.010649 0.605400    -1.025883
59299.644651 4.042431 0.607569    -1.026750
59299.676433 4.074213 0.609738    -1.027481
59299.708215 4.105995 0.611907    -1.028076
59299.739997 4.137777 0.614076    -1.028534
59299.771779 4.169559 0.616245    -1.028856
59299.803561 4.201341 0.618414    -1.029041
59299.835343 4.233123 0.620583    -1.029090
59299.867125 4.264905 0.622752    -1.029002
59299.898907 4.296687 0.624921    -1.028778
59299.930689 4.328469 0.627091    -1.028417
59299.962471 4.360251 0.629260    -1.027920
59299.994253 4.392033 0.631429    -1.027286
59300.026035 4.423815 0.633598    -1.026515
59300.057817 4.455597 0.635767    -1.025607
59300.089599 4.487379 0.637936    -1.024563
59300.121381 4.519161 0.640105    -1.023382
59300.153163 4.550943 0.642274    -1.022064
59300.184945 4.582725 0.644443    -1.020610
59300.216727 4.614507 0.646612    -1.019018
59300.248509 4.646289 0.648781    -1.017290
59300.280291 4.678071 0.650950    -1.015424
59300.312073 4.709853 0.653119    -1.013422
59300.343855 4.741635 0.655288    -1.011283
59300.375637 4.773417 0.657457    -1.009006
59300.407419 4.805199 0.659626    -1.006593
59300.439201 4.836980 0.661795    -1.004042
59300.470983 4.868762 0.663964    -1.001355
59300.502765 4.900544 0.666133    -0.998530
59300.534547 4.932326 0.668302    -0.995567
59300.566329 4.964108 0.670471    -0.992468
59300.598111 4.995890 0.672640    -0.989231
59300.629893 5.027672 0.674809    -0.985857
59300.661675 5.059454 0.676978    -0.982345
59300.693457 5.091236 0.679147    -0.978696
59300.725239 5.123018 0.681316    -0.974909
59300.757021 5.154800 0.683485    -0.970985
59300.788803 5.186582 0.685654    -0.966923
59300.820585 5.218364 0.687823    -0.962724
59300.852367 5.250146 0.689992    -0.958387
59300.884149 5.281928 0.692161    -0.953913
59300.915931 5.313710 0.694330    -0.949300
59300.947713 5.345492 0.696499    -0.944550
59300.979495 5.377274 0.698668    -0.939663
59301.011276 5.409056 0.700837    -0.934637
